name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,gender
Jon Olav Einemo,6.0,3.0,198.12,114.76,,Orthodox,48.0,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0.0,MALE
Christian Morecraft,8.0,3.0,198.12,117.93,205.74,Orthodox,37.0,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,MALE
Jorge Rivera,20.0,9.0,185.42,83.91,185.42,Orthodox,52.0,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,MALE
Eric Schafer,14.0,8.0,190.5,83.91,193.04,Orthodox,46.0,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,MALE
Daniel Roberts,15.0,7.0,177.8,77.11,187.96,Southpaw,43.0,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,MALE
Joseph Sandoval,7.0,7.0,170.18,61.23,,Southpaw,37.0,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,MALE
Junior Assuncao,16.0,6.0,175.26,65.77,182.88,Orthodox,42.0,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,MALE
Claude Patrick,14.0,2.0,180.34,77.11,190.5,Orthodox,43.0,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,MALE
Krzysztof Soszynski,26.0,12.0,185.42,92.99,195.58,Open Stance,46.0,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0,MALE
Dennis Hallman,53.0,20.0,175.26,70.31,182.88,Orthodox,48.0,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,MALE
Rich Attonito,10.0,5.0,177.8,77.11,182.88,Orthodox,46.0,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0.0,MALE
Stephen Bass,11.0,2.0,175.26,65.77,,Orthodox,41.0,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0,MALE
Dustin Neace,25.0,21.0,175.26,65.77,,,37.0,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7,MALE
Jason Brilz,22.0,6.0,180.34,92.99,180.34,Orthodox,48.0,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,MALE
Nick Pace,8.0,3.0,170.18,61.23,172.72,Orthodox,36.0,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,MALE
Shamar Bailey,16.0,11.0,175.26,70.31,190.5,Southpaw,41.0,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0,MALE
Clay Harvison,13.0,6.0,185.42,77.11,187.96,Orthodox,43.0,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,MALE
Cole Escovedo,17.0,9.0,170.18,61.23,182.88,Orthodox,42.0,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0,MALE
Paul Bradley,23.0,8.0,175.26,77.11,,Orthodox,40.0,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0,MALE
Matt Lucas,15.0,3.0,185.42,92.99,,,,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0,MALE
Edward Faaloloto,2.0,5.0,185.42,70.31,177.8,Orthodox,39.0,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0,MALE
Rob Broughton,16.0,7.0,187.96,120.2,187.96,Orthodox,41.0,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,MALE
Eliot Marshall,10.0,4.0,187.96,92.99,195.58,Orthodox,43.0,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,MALE
Danny Downes,8.0,3.0,182.88,70.31,182.88,Orthodox,37.0,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5,MALE
Kenny Florian,14.0,6.0,177.8,65.77,187.96,Southpaw,47.0,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,MALE
Ricardo Romero,11.0,3.0,182.88,92.99,193.04,Orthodox,45.0,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,MALE
Donny Walker,15.0,10.0,175.26,61.23,,,44.0,1.81,0.37,3.85,0.46,0.0,0.0,0.57,1.7,MALE
Mike Lullo,8.0,3.0,172.72,65.77,,Orthodox,44.0,2.48,0.36,4.84,0.4,1.18,0.11,0.0,0.6,MALE
Ian Loveland,18.0,10.0,172.72,65.77,,Orthodox,40.0,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3,MALE
Chris Lytle,31.0,18.0,180.34,77.11,172.72,Orthodox,49.0,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,MALE
TJ O'Brien,20.0,8.0,187.96,70.31,,Orthodox,37.0,3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0,MALE
Jason Reinhardt,20.0,3.0,167.64,61.23,,Orthodox,54.0,0.51,0.4,4.07,0.43,1.91,0.12,0.5,0.0,MALE
Andre Winner,21.0,11.0,180.34,70.31,185.42,Orthodox,42.0,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,MALE
